,bill_type bill_name bill_ID, missing_votes, Arlen Specter (PA), Barack H. Obama (IL), BarbaraA Mikulski(MD), BarbaraBoxer(CA), Bill Nelson(FL), BlancheL.Lincoln(AR), ByronL.Dorgan(ND), C.SaxbyChambliss(GA), CarlLevin(MI), CharlesE.'Chuck' Grassley(IA), CharlesE.'Chuck'Schumer(NY), CharlesT.'Chuck' Hagel(NE), ChristopherJ.Dodd(CT), ChristopherS.'Kit'Bond(MO), ConradR.Burns(MT), CraigThomas(WY), DanielK.Inouye(HI), DanielKahikinaAkaka(HI), DavidB.Vitter (LA), DebbieAnnStabenow(MI), DianneFeinstein(CA), E. Benjamin'Ben'Nelson(NE), EdwardM.'Ted'Kennedy(MA), ElizabethH.Dole(NC), EvanBayh(IN), FrankR.Lautenberg(NJ), GeorgeFelixAllen(VA), GeorgeV.Voinovich(OH), GordonHaroldSmith(OR), HarryM.Reid(NV), HerbertH.’Herb'Kohl(WI), HillaryRodhamClinton(NY), JamesM.'Jim'Inhofe(OK), JamesM.'Jim'Talent(MO), JamesMerrill'Jim'Jeffords(VT), JeffBingaman(NM), JeffersonB.'Jeff'SessionsIII(AL), JimBunning(KY), JimW.DeMint(SC), JohnCornyn(TX), JohnD.'Jay'RockefellerIV(WV), JohnE.Sununu(NH), JohnEricEnsign(NV), JohnF.'Jack'Reed(RI), JohnForbesKerry(MA), JohnH.'Johnny'Isakson(GA), JohnR.Thune(SD), JohnS.McCain(AZ), JohnW.Warner(VA), JonKyl(AZ), JosephI.Lieberman(CT), JosephR.BidenJr.(DE), JuddA.Gregg(NH), KayBaileyHutchison(TX), KenSalazar(CO), KentConrad(ND), LamarAlexander(TN), LarryE.Craig(ID), Lincoln D. Chafee(RI), LindseyO.Graham(SC), LisaA.Murkowski(AK), MariaCantwell(WA), MarkDayton(MN), MarkPryor(AR), MaryL.Landrieu(LA), MaxS.Baucus(MT), MelMartinez(FL), MichaelB.Enzi(WY), MichaelD.'Mike'Crapo(ID), Michael'Mike'DeWine(OH), MitchMcConnell(KY), NormColeman(MN), OlympiaJ.Snowe(ME), OrrinG.Hatch(UT), PatRoberts(KS), PatrickJ.Leahy(VT), PattyMurray(WA), PaulS.Sarbanes(MD), PeteV.Domenici(NM), RichardC.Shelby(AL), RichardG.Lugar(IN), RichardJ.'Dick'Durbin(IL), RichardJ.'Rick'Santorum(PA), RichardM.Burr(NC), RobertC.Byrd(WV), RobertF.Bennett(UT), RobertMenendez(NJ), RonWyden(OR), RussellD.Feingold (WI), SamuelD.'Sam'Brownback(KS), SusanM.Collins(ME), TedStevens(AK), ThadCochran(MS), ThomasAllen'Tom'Coburn(OK), ThomasRichardCarper(DE), Thomas'Tom'Harkin(IA), TimP.Johnson(SD), TrentLott(MS), WayneA.Allard(CO), WilliamH.'Bill'Frist(TN)
283,Foreign Aid and Policy Issues_Troop Withdrawal from Kosovo Amendment_2749,29,-1,0,1,1,0,1,1,0,1,-1,1,1,1,-1,-1,-1,-1,1,0,0,1,0,1,0,1,1,0,1,1,1,-1,0,-1,0,1,1,-1,-1,0,0,1,0,0,1,1,0,0,1,-1,-1,1,1,-1,-1,0,1,0,-1,1,0,0,0,0,0,1,1,0,-1,-1,1,-1,0,-1,1,-1,1,1,1,-1,-1,1,1,-1,0,-1,-1,0,1,-1,-1,-1,-1,1,0,0,1,1,-1,-1,1
284,Senior and Social Security Issues_Social Security Earnings Cap_2683,29,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
285,Abortion Issues_Military Abortions Amendment_2783,30,-1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,1,1,-1,0,0,0,-1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,-1,0,0,0,0,0,-1,-1,0,1,1,1,1,0,-1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,-1,1,1,0,0,-1,-1,1,1,1
286,Abortion Issues_Overseas Military Abortions Amendment_2275,30,-1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,1,1,-1,0,1,0,-1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,1,1,0,-1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,-1,1,1,0,0,-1,-1,1,1,1
287,Appropriations_Emergency Supplemental Appropriations-Conference Report_2262,30,1,0,1,-1,0,1,-1,0,1,-1,1,-1,1,1,-1,-1,1,1,0,0,1,0,1,0,-1,1,0,1,1,1,-1,0,-1,0,-1,1,-1,1,0,0,1,0,0,1,-1,0,0,-1,1,1,1,1,-1,1,0,1,0,-1,0,0,0,0,0,0,1,1,0,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,-1,-1,1,1,1,1,0,0,1,1,1,-1,1
288,Appropriations_Foreign Operations FY2000 Appropriations bill_2314,30,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
289,Appropriations_Foreign Operations FY2000 Appropriations bill_2582,30,1,0,-1,-1,0,-1,-1,0,-1,1,-1,-1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,-1,-1,-1,-1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
290,Appropriations_FY 2000 Agriculture Appropriations bill_2598,30,-1,0,-1,1,0,1,1,0,1,1,-1,1,-1,1,1,1,1,1,0,0,1,0,1,0,1,-1,0,-1,1,1,1,0,1,0,-1,1,1,1,0,0,1,0,0,-1,1,0,0,-1,1,-1,-1,-1,-1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,1,0,1,-1,1,-1,1,1,0,0,1,1,1,1,1
291,"""Budget, Spending and Taxes_Congressional Budget Resolution, FY 2000_2219""",30,1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,1,-1,-1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
292,"""Budget, Spending and Taxes_Death/Estate Tax Amendment_2813""",30,1,0,1,1,0,1,1,0,1,-1,1,-1,0,-1,-1,-1,1,1,0,0,1,0,1,0,1,1,0,-1,-1,1,1,0,-1,0,1,1,-1,-1,0,0,1,0,0,1,1,0,0,-1,-1,-1,1,1,-1,-1,0,1,0,-1,1,0,0,0,0,0,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
293,"""Budget, Spending and Taxes_Economic Growth and Tax Relief Reconciliation Act, 2001_3006""",30,1,0,-1,0,-1,1,-1,0,-1,1,-1,1,-1,1,1,1,-1,0,0,-1,1,1,-1,0,-1,0,1,1,1,-1,1,-1,1,0,1,0,1,1,0,0,-1,0,1,-1,0,0,0,-1,1,1,-1,-1,1,1,0,-1,0,1,-1,0,0,-1,-1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,-1,0,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,-1,0,1,1,1,1
294,"""Budget, Spending and Taxes_Taxpayer Refund Act of 1999_2401""",30,-1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,-1,1,-1,-1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,1,-1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
295,Crime Issues_Hate Crimes Amendment_2787,30,1,0,1,1,0,1,1,0,1,-1,1,-1,1,-1,1,-1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,-1,-1,0,0,1,0,0,1,1,0,0,-1,-1,-1,1,1,-1,-1,0,1,0,-1,1,0,0,0,0,0,1,1,0,-1,-1,1,-1,0,1,-1,-1,1,1,1,-1,-1,1,1,-1,0,-1,-1,0,1,1,-1,1,1,-1,0,0,1,1,-1,-1,-1
296,Defense_FY 2000 Defense Auth.--Base Closures_2273,30,-1,0,-1,-1,0,1,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,0,0,-1,0,1,0,1,-1,0,1,1,1,1,0,-1,0,1,-1,-1,-1,0,0,1,0,0,1,1,0,0,1,-1,1,1,1,-1,-1,0,-1,0,-1,0,0,0,0,0,0,1,-1,0,-1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,0,1,-1,0,1,1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1
297,Education_Education Flexibility Partnership Act of 1999_2220,30,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
298,Executive Branch_Ronnie L. White for U.S. District Judge in Missouri_2566,30,-1,0,1,1,0,1,1,0,1,-1,1,-1,1,-1,-1,-1,1,1,0,0,1,0,1,0,1,1,0,-1,-1,1,1,0,-1,0,-1,1,-1,-1,0,0,1,0,0,1,1,0,0,-1,-1,-1,1,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
299,Gun Issues_Gun Show Sale Regulation Amendment_2261,30,-1,0,1,1,0,1,1,0,1,-1,1,-1,1,-1,-1,-1,1,1,0,0,1,0,1,0,1,1,0,1,-1,1,1,0,-1,0,-1,1,-1,-1,0,0,1,0,0,1,1,0,0,-1,1,-1,1,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,1,-1,0,-1,-1,1,-1,0,-1,-1,-1,1,1,1,-1,-1,1,1,-1,0,1,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
300,Health Issues_Patient Bill of Rights bill_2372,30,1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,1,-1,-1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
301,Health Issues_Patient Lawsuit Amendment_2373,30,-1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,1,-1,-1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
302,Health Issues_Patients' Bill of Rights Amendment_2297,30,-1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,1,-1,-1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
303,Health Issues_Women's Health and Cancer Rights Amendment_2375,30,1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,1,-1,-1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
304,Abortion Issues_Partial-Birth Abortion Ban Act of 1999_2619,31,1,0,-1,-1,0,1,1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,1,-1,0,1,1,1,-1,0,1,0,-1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,-1,0,1,1,1,1,0,-1,1,1,1,-1,-1,1,1,1,-1,1,0,1,1,0,-1,-1,1,-1,1,1,0,0,-1,1,1,1,1
305,Abortion Issues_Violent Protestors Amendment_2653,31,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,-1,1,1,1,0,1,0,1,1,-1,-1,0,0,1,0,0,1,1,0,0,0,1,-1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,-1,1,-1,1,0,1,1,-1,1,1,1,1,1,-1,1,1,0,1,1,0,1,1,-1,1,1,1,0,0,1,1,1,-1,1
306,Appropriations_Cuba Travel Ban Amendment_2317,31,-1,0,-1,-1,0,-1,-1,0,-1,1,-1,-1,-1,-1,1,1,-1,-1,0,0,-1,0,-1,0,1,-1,0,0,1,1,1,0,1,0,-1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,-1,1,1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,-1,1,1,1,0,1,1,-1,-1,-1,-1,1,1,-1,-1,1,0,1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
307,Appropriations_Energy FY2000 Appropriations bill_2559,31,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,-1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,-1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
308,Appropriations_Interior Department FY2000 Appropriations bill_2544,31,1,0,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,-1,0,-1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,-1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,-1,-1,1,1,1,1,0,0,1,1,1,1,1
309,"""Appropriations_Legislative Branch Appropriations Act, 2000_2346""",31,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,-1,0,1,0,0,0,0,0,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
310,Appropriations_Military Construction FY2000 Appropriations bill_2354,31,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,-1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1,1,1,0,0,0,1,1,1,1
311,"""Budget, Spending and Taxes_Congressional Budget Resolution, FY 2000_2214""",31,1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,1,-1,-1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,0,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
312,"""Budget, Spending and Taxes_Financial Freedom Act of 1999_2416""",31,-1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,-1,1,-1,-1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,0,1,1,0,-1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,-1,1,1,0,0,-1,-1,1,1,1
313,"""Budget, Spending and Taxes_Financial Services Modernization Bill_2238""",31,1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,1,-1,-1,0,0,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
314,Campaign Finance and Election Issues_'527' Political Groups-Passage_2805,31,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,-1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
315,Civil Liberties_Religious Memorials at Schools Amendment_2257,31,1,0,1,-1,0,1,1,0,-1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,-1,0,1,1,1,1,0,1,0,1,-1,1,1,0,0,1,0,0,-1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,-1,-1,1,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,0,0,-1,1,1,1,1
316,Crime Issues_Juvenile Crime bill_2264,31,1,0,1,1,0,1,1,0,1,-1,1,1,1,1,-1,-1,1,1,0,0,1,0,1,0,1,1,0,-1,1,1,1,0,-1,0,1,1,1,-1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,1,1,0,-1,-1,1,1,0,1,1,-1,1,1,1,1,-1,1,1,1,0,1,1,0,1,-1,-1,1,1,1,0,0,1,1,1,1,1
317,Defense_Comprehensive Nuclear Test-Ban Treaty_2599,31,1,0,1,1,0,1,1,0,1,-1,1,-1,1,-1,-1,-1,1,1,0,0,1,0,1,0,1,1,0,-1,1,1,1,0,-1,0,1,1,-1,-1,0,0,1,0,0,1,1,0,0,-1,-1,-1,1,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,0,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
318,Defense_FY 2000 Defense Authorization-Conference Report_2549,31,1,0,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,-1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1,1,1,0,0,-1,1,1,1,1
319,Education_Education Flexibility Partnership Act of 1999_2180,31,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
320,Education_Education Savings Accounts bill_2673,31,1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,0,-1,0,0,1,0,-1,0,-1,-1,0,1,1,-1,1,0,1,0,-1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,0,1,1,1,1,1,1,0,-1,0,1,-1,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
321,Education_Funding for Special Education Amendment_2801,31,1,0,1,1,0,1,1,0,1,-1,1,-1,1,-1,-1,-1,0,1,0,0,1,0,1,0,1,1,0,-1,-1,1,1,0,-1,0,-1,1,-1,-1,0,0,1,0,0,1,1,0,0,-1,1,-1,1,1,0,-1,0,1,0,-1,-1,0,0,0,0,0,1,1,0,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,0,1,1,0,1,1,-1,-1,1,-1,0,0,1,1,-1,-1,-1
322,Executive Branch_Lawrence H. Summers for Secretary of the Treasury_3478,31,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,-1,1
323,Foreign Aid and Policy Issues_Kosovo Resolution_2201,31,1,0,1,1,0,1,1,0,1,-1,1,1,1,-1,-1,-1,1,1,0,0,1,0,1,0,1,1,0,-1,1,1,1,0,-1,0,1,-1,-1,-1,0,0,1,0,0,1,1,0,0,1,1,-1,1,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,1,1,0,-1,-1,1,1,0,1,1,-1,1,1,1,-1,1,1,1,-1,0,1,-1,0,1,-1,-1,-1,-1,0,0,0,1,1,-1,-1,-1
324,Health Issues_Health Care Amendment_2808,31,-1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,0,-1,0,0,-1,0,-1,0,-1,-1,0,1,1,-1,-1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,-1,1,1,-1,-1,1,1,0,-1,0,1,-1,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,1,1,0,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
325,Health Issues_Outpatient Prescription Drugs Amendment_2793,31,-1,0,1,0,0,1,1,0,1,-1,1,-1,1,-1,-1,-1,0,1,0,0,1,0,1,0,1,1,0,-1,-1,1,1,0,-1,0,-1,1,-1,-1,0,0,1,0,0,1,1,0,0,-1,-1,-1,1,1,-1,-1,0,1,0,-1,1,0,0,0,0,0,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
326,Labor_Three Year Minimum Wage Increase Amendment_2644,31,1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,-1,1,-1,-1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,0,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
327,Labor_Two Year Minimum Wage Increase Amendment_2643,31,-1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,1,-1,-1,0,1,0,-1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,0,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,1,1,0,-1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
328,Trade Issues_Africa Free Trade bill_2739,31,1,0,1,-1,0,1,-1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,-1,0,1,1,0,1,1,-1,1,0,1,0,1,0,1,-1,0,0,1,0,0,-1,1,0,0,1,1,1,1,1,1,1,0,-1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,-1,1,1,-1,1,1,0,1,1,1,1,0,-1,1,0,1,-1,1,-1,1,1,0,0,1,1,1,1,1
329,Trade Issues_China Nonproliferation Act_2908,31,-1,0,-1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,-1,0,-1,0,1,1,-1,-1,0,0,1,0,0,1,1,0,0,-1,1,-1,0,1,-1,-1,0,-1,0,1,1,0,0,0,0,0,1,1,0,1,1,-1,-1,0,-1,1,1,1,1,-1,1,-1,1,1,-1,0,-1,1,0,1,-1,1,-1,1,1,0,0,1,1,-1,1,-1
330,Trade Issues_U.S.-China Relations Act of 2000_2911,31,-1,0,-1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,-1,1,0,-1,0,-1,1,1,-1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,0,-1,1,0,1,-1,1,1,1,1,0,0,1,1,1,1,1
331,Abortion Issues_Roe v. Wade Amendment_2618,32,1,0,1,1,0,1,1,0,1,-1,1,-1,1,-1,-1,-1,1,1,0,0,1,0,1,0,1,1,0,-1,-1,-1,1,0,-1,0,1,1,-1,-1,0,0,1,0,0,1,1,0,0,0,1,-1,1,1,0,-1,0,1,0,-1,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,0,1,1,-1,1,1,-1,0,0,1,1,-1,-1,-1
